2,0.009293317794799805
3,0.017882823944091797
4,0.009195089340209961
5,0.011537551879882812
6,0.012901544570922852
7,0.007215261459350586
8,0.008026123046875
9,0.007275104522705078
10,0.00801992416381836
11,0.009669065475463867
12,0.007560253143310547
13,0.01096796989440918
14,0.008034467697143555
15,0.008632183074951172
16,0.007855653762817383
17,0.008116722106933594
18,0.008191108703613281
19,0.008502483367919922
20,0.008583307266235352
21,0.008054971694946289
22,0.007322072982788086
23,0.00834512710571289
24,0.008774518966674805
25,0.008583307266235352
26,0.008153676986694336
27,0.007768392562866211
28,0.008258819580078125
29,0.010617494583129883
30,0.009402036666870117
31,0.010795354843139648
32,0.009222030639648438
33,0.009264469146728516
34,0.010111808776855469
35,0.018126964569091797
36,0.018105030059814453
37,0.019385337829589844
38,0.008754253387451172
39,0.016330957412719727
40,0.018524646759033203
41,0.010236740112304688
42,0.019991636276245117
43,0.01154947280883789
44,0.010827064514160156
45,0.019899368286132812
46,0.017624616622924805
47,0.011069774627685547
48,0.009034395217895508
49,0.009630441665649414
50,0.0192868709564209
51,0.010294914245605469
52,0.00849294662475586
53,0.00977325439453125
54,0.016346454620361328
55,0.007981538772583008
56,0.00999307632446289
57,0.008250713348388672
58,0.009601593017578125
59,0.009903430938720703
60,0.010352134704589844
61,0.010295629501342773
62,0.00813746452331543
63,0.017704486846923828
64,0.016275882720947266
65,0.015870094299316406
66,0.009922266006469727
67,0.011433839797973633
68,0.022202491760253906
69,0.00939035415649414
70,0.022039413452148438
71,0.00910806655883789
72,0.01135563850402832
73,0.016140460968017578
74,0.010557413101196289
75,0.01738429069519043
76,0.019997835159301758
77,0.008874177932739258
78,0.010807275772094727
79,0.02113962173461914
80,0.010816335678100586
81,0.008808135986328125
82,0.008952617645263672
83,0.020633459091186523
84,0.010649442672729492
85,0.010922431945800781
86,0.007933378219604492
87,0.010418891906738281
88,0.01124262809753418
89,0.009696006774902344
90,0.010010004043579102
91,0.010835647583007812
92,0.01187753677368164
93,0.011983633041381836
94,0.008933305740356445
95,0.008970260620117188
96,0.011298179626464844
97,0.01704716682434082
98,0.019420862197875977
99,0.010537385940551758
100,0.015544414520263672
101,0.014608144760131836
